INSERT INTO AssistenciaAceita (id_assistenciaaceita, id_produto, id_prestador, codigo, dataassis, nome_segurado, servico, enderecoretirada, enderecoentrega, veiculo, valorsaida, valorhoraparada, valorhoratrabalhada, valortotalassist)
397,3,11,2439,2024-08-22,Carlos Miguel,Carga de Bateria,Avenida Paulista,Rua XV de Novembro,Ford Ka,80.00,40.0,40.0,160.00,Cancelado pelo Prestador
398,1,4,7701,2024-08-07,Paulo Lima,Remoção,Praça da Sé,Avenida Paulista,Ford Ka,180.00,,,180.00,Cancelado pelo Cliente
399,1,18,1371,2024-08-23,Carlos Brito,Troca de Pneus,Avenida Paulista,Praça da Sé,Honda Civic,80.00,40.0,,120.00,Cancelado pelo Cliente
400,3,19,6043,2024-08-10,Carlos Brito,Remoção,Rua das Flores,Rua dos Pinheiros,Ford Ka,180.00,40.0,40.0,260.00,Cancelado pelo Cliente
401,3,18,4154,2024-08-21,Fernanda Souza,Remoção,Avenida Paulista,Rua dos Pinheiros,Fiat Uno,180.00,40.0,40.0,260.00,Cancelado pela Seguradora
402,1,6,2206,2024-08-14,Fernanda Souza,Troca de Pneus,Praça da Sé,Praça da Sé,Ford Ka,80.00,,,80.00,Cancelado pela Seguradora
403,3,6,7252,2024-08-17,Carlos Miguel,Remoção,Rua XV de Novembro,Rua das Flores,Honda Civic,180.00,,,180.00,Cancelado pelo Cliente
404,3,4,8027,2024-08-02,Carlos Miguel,Carga de Bateria,Rua dos Pinheiros,Rua XV de Novembro,Honda Civic,80.00,40.0,40.0,160.00,Cancelado pelo Cliente
405,1,8,8080,2024-08-11,Carlos Miguel,Remoção,Rua XV de Novembro,Rua dos Pinheiros,Honda Civic,180.00,40.0,40.0,260.00,Cancelado pela Seguradora
406,2,7,6375,2024-08-19,Carlos Brito,Carga de Bateria,Rua XV de Novembro,Rua dos Pinheiros,Toyota Corolla,80.00,,,80.00,Cancelado pelo Prestador
407,3,13,7106,2024-08-23,Carlos Miguel,Troca de Pneus,Rua XV de Novembro,Rua das Flores,Toyota Corolla,80.00,40.0,,120.00,Tempo expirado
408,2,17,6578,2024-08-11,Carlos Brito,Remoção,Rua dos Pinheiros,Rua dos Pinheiros,Honda Civic,180.00,,40.0,220.00,Tempo expirado
409,2,18,3026,2024-08-20,Paulo Lima,Remoção,Rua dos Pinheiros,Praça da Sé,Toyota Corolla,180.00,,40.0,220.00,Cancelado pelo Prestador
410,3,2,3098,2024-08-12,Fernanda Souza,Carga de Bateria,Rua das Flores,Avenida Paulista,Chevrolet Onix,80.00,,40.0,120.00,Cancelado pela Seguradora
411,1,3,1916,2024-08-15,Carlos Brito,Carga de Bateria,Rua dos Pinheiros,Avenida Paulista,Fiat Uno,80.00,40.0,,120.00,Cancelado pelo Prestador
412,3,11,1056,2024-08-11,Paulo Lima,Remoção,Praça da Sé,Praça da Sé,Toyota Corolla,180.00,,,180.00,Tempo expirado
413,2,19,8501,2024-08-19,Paulo Lima,Troca de Pneus,Avenida Paulista,Praça da Sé,Toyota Corolla,80.00,,,80.00,Cancelado pelo Prestador
414,2,7,2872,2024-08-24,Carlos Miguel,Carga de Bateria,Rua XV de Novembro,Rua dos Pinheiros,Toyota Corolla,80.00,,40.0,120.00,Tempo expirado
415,2,10,5424,2024-08-15,Carlos Miguel,Carga de Bateria,Rua dos Pinheiros,Rua das Flores,Honda Civic,80.00,,40.0,120.00,Tempo expirado
416,1,19,5864,2024-08-16,Carlos Brito,Carga de Bateria,Avenida Paulista,Avenida Paulista,Ford Ka,80.00,40.0,,120.00,Cancelado pela Seguradora
417,3,7,9110,2024-08-11,Fernanda Souza,Carga de Bateria,Rua das Flores,Rua XV de Novembro,Ford Ka,80.00,40.0,,120.00,Cancelado pelo Prestador
418,3,9,9659,2024-08-11,Joana Silva,Troca de Pneus,Rua XV de Novembro,Rua XV de Novembro,Honda Civic,80.00,,40.0,120.00,Cancelado pelo Cliente
419,1,6,7983,2024-09-08,Fernanda Souza,Remoção,Rua das Flores,Praça da Sé,Ford Ka,180.00,,,180.00,Cancelado pelo Prestador
420,3,7,2652,2024-09-07,Carlos Miguel,Carga de Bateria,Rua XV de Novembro,Rua dos Pinheiros,Chevrolet Onix,80.00,,40.0,120.00,Tempo expirado
421,3,3,6323,2024-09-21,Carlos Miguel,Remoção,Rua dos Pinheiros,Avenida Paulista,Toyota Corolla,180.00,,,180.00,Tempo expirado
422,3,3,2815,2024-09-03,Joana Silva,Remoção,Rua dos Pinheiros,Praça da Sé,Toyota Corolla,180.00,40.0,,220.00,Cancelado pelo Prestador
423,1,5,6055,2024-09-23,Paulo Lima,Troca de Pneus,Praça da Sé,Rua dos Pinheiros,Ford Ka,80.00,40.0,,120.00,Cancelado pelo Cliente
424,3,14,2285,2024-09-20,Carlos Brito,Carga de Bateria,Rua das Flores,Rua das Flores,Toyota Corolla,80.00,40.0,40.0,160.00,Cancelado pela Seguradora
425,3,17,5859,2024-09-05,Joana Silva,Remoção,Rua das Flores,Rua das Flores,Chevrolet Onix,180.00,,40.0,220.00,Tempo expirado
426,1,12,7095,2024-09-15,Joana Silva,Carga de Bateria,Rua das Flores,Avenida Paulista,Ford Ka,80.00,,,80.00,Cancelado pelo Cliente
427,2,12,4546,2024-09-01,Paulo Lima,Remoção,Rua XV de Novembro,Rua dos Pinheiros,Ford Ka,180.00,40.0,40.0,260.00,Cancelado pelo Cliente
428,3,1,7979,2024-09-18,Carlos Brito,Remoção,Praça da Sé,Praça da Sé,Chevrolet Onix,180.00,40.0,,220.00,Cancelado pelo Prestador
429,3,16,2681,2024-09-13,Joana Silva,Carga de Bateria,Avenida Paulista,Rua dos Pinheiros,Chevrolet Onix,80.00,,40.0,120.00,Cancelado pela Seguradora
430,2,16,9860,2024-09-14,Carlos Miguel,Troca de Pneus,Avenida Paulista,Rua XV de Novembro,Fiat Uno,80.00,40.0,,120.00,Cancelado pela Seguradora
431,1,19,9351,2024-09-10,Fernanda Souza,Carga de Bateria,Praça da Sé,Rua XV de Novembro,Toyota Corolla,80.00,40.0,,120.00,Cancelado pelo Prestador
432,1,4,3666,2024-09-26,Fernanda Souza,Remoção,Rua XV de Novembro,Avenida Paulista,Toyota Corolla,180.00,,40.0,220.00,Cancelado pela Seguradora
433,2,15,5822,2024-09-22,Carlos Brito,Carga de Bateria,Rua dos Pinheiros,Avenida Paulista,Honda Civic,80.00,40.0,,120.00,Tempo expirado
434,1,8,4560,2024-09-19,Carlos Miguel,Remoção,Rua das Flores,Praça da Sé,Chevrolet Onix,180.00,40.0,,220.00,Cancelado pela Seguradora
435,1,12,7325,2024-09-12,Carlos Brito,Remoção,Rua das Flores,Avenida Paulista,Ford Ka,180.00,40.0,40.0,260.00,Cancelado pela Seguradora
436,1,6,9571,2024-09-11,Joana Silva,Troca de Pneus,Rua dos Pinheiros,Rua dos Pinheiros,Fiat Uno,80.00,40.0,40.0,160.00,Tempo expirado
437,3,17,1669,2024-09-06,Carlos Brito,Troca de Pneus,Rua das Flores,Rua XV de Novembro,Ford Ka,80.00,,,80.00,Cancelado pelo Prestador
438,2,16,5200,2024-09-16,Carlos Miguel,Troca de Pneus,Rua das Flores,Rua XV de Novembro,Toyota Corolla,80.00,40.0,,120.00,Tempo expirado
439,1,18,8112,2024-09-12,Carlos Miguel,Remoção,Avenida Paulista,Rua dos Pinheiros,Toyota Corolla,180.00,40.0,,220.00,Tempo expirado
440,1,4,5257,2024-09-14,Fernanda Souza,Carga de Bateria,Rua XV de Novembro,Rua das Flores,Toyota Corolla,80.00,40.0,40.0,160.00,Cancelado pelo Cliente
441,2,5,7852,2024-09-17,Paulo Lima,Troca de Pneus,Praça da Sé,Avenida Paulista,Ford Ka,80.00,40.0,,120.00,Cancelado pela Seguradora
442,3,13,8579,2024-09-14,Paulo Lima,Carga de Bateria,Praça da Sé,Rua XV de Novembro,Toyota Corolla,80.00,40.0,,120.00,Cancelado pelo Cliente
443,1,8,3736,2024-09-26,Carlos Brito,Troca de Pneus,Rua dos Pinheiros,Rua das Flores,Fiat Uno,80.00,40.0,,120.00,Cancelado pelo Prestador;



INSERT INTO Prestador (id_prestador, nome, cpf, endereco, cep, bairro, datanascimento, cnh, fotolink)
VALUES 
    
Carlos Silva,123.456.789-00,"Avenida das Flores, 123",12345-678,Centro,1985-05-20,A,https://drive.google.com/thumbnail?id=1zzH7atqZS8KfWqCDjt0YUV5whsxhVQlQ&sz=w1000
João Santos,234.567.890-01,"Rua do Sol, 456",23456-789,Jardim,1988-12-01,A/B,https://drive.google.com/thumbnail?id=1OYnth2iVSBNH3zj3fbYL6fx-bT3c6lnb&sz=w1000
Felipe Costa,345.678.901-02,"Alameda dos Pinheiros, 789",34567-890,Vila Nova,1984-11-22,B,https://drive.google.com/thumbnail?id=1gRkOBROoIr8quz-s0tMIgUXhhQwACFxZ&sz=w1000
Ricardo Almeida,456.789.012-03,"Estrada do Mar, 321",45678-901,Lagoa,1991-09-05,A,https://drive.google.com/thumbnail?id=13Xcxzp8MBACQV7HLjusjqpkyXMcMLdcK&sz=w1000
Lucas Rocha,567.890.123-04,"Praça da Liberdade, 654",56789-012,Praia,1993-10-27,A/B,https://drive.google.com/thumbnail?id=1r5L-yURuj-kOlkiaE18s7BrZLone7r78&sz=w1000
Anderson Oliveira,678.901.234-05,"Rua das Acácias, 987",67890-123,Montanha,1986-03-18,A,https://drive.google.com/thumbnail?id=1Ud2Ba6hi1PwqEtE6gA3kcC8k5z1s6t9o&sz=w1000
Fernando Lima,789.012.345-06,"Rua da Esperança, 159",78901-234,Serralheiro,1989-01-11,B,https://drive.google.com/thumbnail?id=1htD508YbeIF8lFFVb96yqVMVtw4o4RzA&sz=w1000
Gustavo Martins,890.123.456-07,"Avenida do Comércio, 753",89012-345,Campo,1992-07-14,A/B,https://drive.google.com/thumbnail?id=1Byy0DvFYDbYK0AkcCQcaMLDPqfIzYH57&sz=w1000
Thiago Pereira,901.234.567-08,"Rua das Palmeiras, 258",90123-456,Floresta,1987-02-23,A,https://drive.google.com/thumbnail?id=1vU6LEv6YFe5CyGeFWi8iXHBV8NbF9OsU&sz=w1000
Roberto Ferreira,012.345.678-09,"Rua do Limoeiro, 369",01234-567,Vale Verde,1983-06-30,B,https://drive.google.com/thumbnail?id=1LIm-3h828qArciMtHAcbFT1_nqCEPGX5&sz=w1000
Leonardo Mendes,123.456.789-10,"Avenida do Parque, 147",12345-678,Jardim,1990-04-12,A,https://drive.google.com/thumbnail?id=18EyJzGIR7w1P8oTKLfIvdxPfriL4tasG&sz=w1000
Vinicius Dias,234.567.890-11,"Rua da Alegria, 258",23456-789,Centro,1995-08-05,A/B,https://drive.google.com/thumbnail?id=1mu95trUhGwiLQirBOhLXoNrHnbtPGoKb&sz=w1000
Murilo Souza,345.678.901-12,"Alameda dos Lírios, 369",34567-890,Praia,1988-10-19,A,https://drive.google.com/thumbnail?id=1ypIYZlqqbOKM-LQGj3QB-1XqNRl9ifL1&sz=w1000
Diego Almeida,456.789.012-13,"Rua da Amizade, 456",45678-901,Lagoa,1991-03-16,B,https://drive.google.com/thumbnail?id=1ja-43XUUMpfEl8kNHOl201eQ2l5fssfI&sz=w1000
Julio Santos,678.901.234-15,"Praça da Paz, 678",67890-123,Floresta,1990-09-20,A,https://drive.google.com/thumbnail?id=1ySL6a1kmfupn6l8M1Ye7xJa8UN3dNreS&sz=w1000
Claudio Rocha,890.123.456-17,"Avenida da Harmonia, 890",89012-345,Vale Verde,1989-01-18,A/B,https://drive.google.com/thumbnail?id=1f8_HdX1q63mwgGyHo0PAabc1hxKcbVpR&sz=w1000
Eduardo Lima,901.234.567-18,"Rua da Liberdade, 901",90123-456,Campo,1993-11-21,A,https://drive.google.com/thumbnail?id=177u3SE60RX-EQR79Ajn6fMZoBWkjRCmL&sz=w1000
Marcelo Martins,012.345.678-19,"Rua do Horizonte, 012",01234-567,Jardim,1994-05-30,B,https://drive.google.com/thumbnail?id=1klEQXUEGsPuAgP44T-TE3njI7QvRvVu7&sz=w1000
Rafael Oliveira,567.890.123-14,"Estrada da Montanha, 567",56789-012,Serralheiro,1984-12-09,A/B,https://drive.google.com/thumbnail?id=1pmq2sU-kHB5x-EgjX3ZsOESNidvgR02Y&sz=w1000
Samuel Costa,789.012.345-16,"Rua do Bem, 789",78901-234,Montanha,1985-07-25,B,https://drive.google.com/thumbnail?id=140zmQYGLZgDFElaj1CLb_8D-saiMYbbj&sz=w1000


INSERT INTO Carro (id_carro, id_prestador, modelo, ano, cor, combustivel, placa)
VALUES 

1,Montana,2020,BRANCA,GASOLINA,ABC1D23
2,Courier,2021,VERMELHO,ALCOOL,XYZ4E56
3,Strada,2019,PRETO,GÁS,JKL7M89
4,Saveiro,2022,BRANCA,GASOLINA,MNO0P12
5,Montana,2018,VERMELHO,ALCOOL,QRS3T45
6,Courier,2023,PRETO,GÁS,UVW6X78
7,Strada,2020,BRANCA,GASOLINA,EFG1H23
8,Saveiro,2017,VERMELHO,ALCOOL,IJK4L56
9,Montana,2021,PRETO,GÁS,RST7M89
10,Courier,2022,BRANCA,GASOLINA,NOP0Q12
11,Strada,2019,VERMELHO,ALCOOL,ABC2D34
12,Montana,2021,PRETO,GÁS,XYZ5E67
13,Saveiro,2020,BRANCA,GASOLINA,JKL8M90
14,Courier,2022,VERMELHO,ALCOOL,MNO1P23
15,Strada,2018,PRETO,GÁS,QRS4T56
16,Montana,2019,BRANCA,GASOLINA,UVW7X89
17,Saveiro,2023,VERMELHO,ALCOOL,EFG2H34
18,Courier,2020,PRETO,GÁS,IJK9L90
19,Strada,2022,BRANCA,GASOLINA,RST8M12
20,Montana,2021,VERMELHO,ALCOOL,NOP1Q34


INSERT INTO Produto (id_produto, nome_produto, cnpj, porte, fotoseguradora)
VALUES
 
Protege,11223344000155,Grande,https://drive.google.com/thumbnail?id=1LB31_jpWfvQtTn5BYsDhP6MlcKYX7sG6&sz=w1000
Vida Segura,22334455000166,Médio,https://drive.google.com/thumbnail?id=1kwguVNtK1VM0cXO5BRlHYbHS4tPeHJbR&sz=w1000
Rápida Proteção,33445566000177,Pequeno,https://drive.google.com/thumbnail?id=1Iizl611TPRWqT8YW9iLNy_KyTbqLWLXK&sz=w1000







